"Entry.Name","Entry","Organism","Org","Scientific_Name","Gene","Protein.names","gpcr","taxa","Accession","Rename","Org_Uq","RL_Entry_Name"
"A7RR51_NEMVE","A7RR51","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RR51","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RR51_NEMVE"
"A7RRI0_NEMVE","A7RRI0","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RRI0","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RRI0_NEMVE"
"A7RRT1_NEMVE","A7RRT1","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RRT1","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RRT1_NEMVE"
"A7RSJ7_NEMVE","A7RSJ7","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RSJ7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RSJ7_NEMVE"
"A7RTP1_NEMVE","A7RTP1","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RTP1","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RTP1_NEMVE"
"A7RU21_NEMVE","A7RU21","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RU21","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RU21_NEMVE"
"A7RU76_NEMVE","A7RU76","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RU76","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RU76_NEMVE"
"A7RW10_NEMVE","A7RW10","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RW10","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RW10_NEMVE"
"A7RW21_NEMVE","A7RW21","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RW21","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RW21_NEMVE"
"A7RX51_NEMVE","A7RX51","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RX51","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RX51_NEMVE"
"A7RXI8_NEMVE","A7RXI8","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RXI8","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RXI8_NEMVE"
"A7RXT7_NEMVE","A7RXT7","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RXT7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RXT7_NEMVE"
"A7RY19_NEMVE","A7RY19","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RY19","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RY19_NEMVE"
"A7RY86_NEMVE","A7RY86","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RY86","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RY86_NEMVE"
"A7RYH7_NEMVE","A7RYH7","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RYH7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RYH7_NEMVE"
"A7RYJ0_NEMVE","A7RYJ0","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RYJ0","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RYJ0_NEMVE"
"A7RYK5_NEMVE","A7RYK5","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RYK5","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RYK5_NEMVE"
"A7RYW9_NEMVE","A7RYW9","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RYW9","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RYW9_NEMVE"
"A7RYY9_NEMVE","A7RYY9","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RYY9","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RYY9_NEMVE"
"A7RZN0_NEMVE","A7RZN0","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7RZN0","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7RZN0_NEMVE"
"A7S064_NEMVE","A7S064","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7S064","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7S064_NEMVE"
"A7S167_NEMVE","A7S167","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7S167","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7S167_NEMVE"
"A7S2J0_NEMVE","A7S2J0","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7S2J0","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7S2J0_NEMVE"
"A7S2J8_NEMVE","A7S2J8","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7S2J8","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7S2J8_NEMVE"
"A7S3E0_NEMVE","A7S3E0","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7S3E0","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7S3E0_NEMVE"
"A7S3N8_NEMVE","A7S3N8","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7S3N8","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7S3N8_NEMVE"
"A7S3T7_NEMVE","A7S3T7","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7S3T7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7S3T7_NEMVE"
"A7S5A2_NEMVE","A7S5A2","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7S5A2","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7S5A2_NEMVE"
"A7S5H4_NEMVE","A7S5H4","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7S5H4","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7S5H4_NEMVE"
"A7S6G5_NEMVE","A7S6G5","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7S6G5","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7S6G5_NEMVE"
"A7S797_NEMVE","A7S797","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7S797","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7S797_NEMVE"
"A7S798_NEMVE","A7S798","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7S798","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7S798_NEMVE"
"A7S7A1_NEMVE","A7S7A1","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7S7A1","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7S7A1_NEMVE"
"A7S992_NEMVE","A7S992","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7S992","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7S992_NEMVE"
"A7S993_NEMVE","A7S993","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7S993","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7S993_NEMVE"
"A7S9Q7_NEMVE","A7S9Q7","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7S9Q7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7S9Q7_NEMVE"
"A7S9Q8_NEMVE","A7S9Q8","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7S9Q8","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7S9Q8_NEMVE"
"A7S9V9_NEMVE","A7S9V9","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7S9V9","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7S9V9_NEMVE"
"A7SAD4_NEMVE","A7SAD4","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SAD4","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SAD4_NEMVE"
"A7SAD8_NEMVE","A7SAD8","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SAD8","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SAD8_NEMVE"
"A7SB76_NEMVE","A7SB76","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SB76","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SB76_NEMVE"
"A7SB94_NEMVE","A7SB94","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SB94","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SB94_NEMVE"
"A7SBC2_NEMVE","A7SBC2","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SBC2","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SBC2_NEMVE"
"A7SC34_NEMVE","A7SC34","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SC34","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SC34_NEMVE"
"A7SD08_NEMVE","A7SD08","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SD08","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SD08_NEMVE"
"A7SD15_NEMVE","A7SD15","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SD15","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SD15_NEMVE"
"A7SD18_NEMVE","A7SD18","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SD18","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SD18_NEMVE"
"A7SD19_NEMVE","A7SD19","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SD19","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SD19_NEMVE"
"A7SDA6_NEMVE","A7SDA6","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SDA6","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SDA6_NEMVE"
"A7SDR8_NEMVE","A7SDR8","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SDR8","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SDR8_NEMVE"
"A7SE73_NEMVE","A7SE73","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SE73","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SE73_NEMVE"
"A7SE74_NEMVE","A7SE74","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SE74","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SE74_NEMVE"
"A7SEK5_NEMVE","A7SEK5","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SEK5","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SEK5_NEMVE"
"A7SEQ4_NEMVE","A7SEQ4","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SEQ4","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SEQ4_NEMVE"
"A7SES6_NEMVE","A7SES6","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SES6","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SES6_NEMVE"
"A7SEZ7_NEMVE","A7SEZ7","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SEZ7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SEZ7_NEMVE"
"A7SFT9_NEMVE","A7SFT9","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SFT9","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SFT9_NEMVE"
"A7SGL9_NEMVE","A7SGL9","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SGL9","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SGL9_NEMVE"
"A7SHN3_NEMVE","A7SHN3","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SHN3","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SHN3_NEMVE"
"A7SHR6_NEMVE","A7SHR6","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SHR6","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SHR6_NEMVE"
"A7SJF0_NEMVE","A7SJF0","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SJF0","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SJF0_NEMVE"
"A7SKC6_NEMVE","A7SKC6","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SKC6","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SKC6_NEMVE"
"A7SKM0_NEMVE","A7SKM0","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SKM0","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SKM0_NEMVE"
"A7SKQ5_NEMVE","A7SKQ5","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SKQ5","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SKQ5_NEMVE"
"A7SL65_NEMVE","A7SL65","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SL65","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SL65_NEMVE"
"A7SM24_NEMVE","A7SM24","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SM24","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SM24_NEMVE"
"A7SMD3_NEMVE","A7SMD3","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SMD3","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SMD3_NEMVE"
"A7SMR5_NEMVE","A7SMR5","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SMR5","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SMR5_NEMVE"
"A7SMT7_NEMVE","A7SMT7","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SMT7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SMT7_NEMVE"
"A7SNB1_NEMVE","A7SNB1","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SNB1","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SNB1_NEMVE"
"A7SNB3_NEMVE","A7SNB3","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SNB3","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SNB3_NEMVE"
"A7SNL7_NEMVE","A7SNL7","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SNL7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SNL7_NEMVE"
"A7SP36_NEMVE","A7SP36","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SP36","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SP36_NEMVE"
"A7SP57_NEMVE","A7SP57","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SP57","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SP57_NEMVE"
"A7SPE3_NEMVE","A7SPE3","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SPE3","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SPE3_NEMVE"
"A7SPF3_NEMVE","A7SPF3","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SPF3","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SPF3_NEMVE"
"A7SPJ0_NEMVE","A7SPJ0","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SPJ0","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SPJ0_NEMVE"
"A7SQJ9_NEMVE","A7SQJ9","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SQJ9","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SQJ9_NEMVE"
"A7SQY9_NEMVE","A7SQY9","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SQY9","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SQY9_NEMVE"
"A7SR59_NEMVE","A7SR59","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SR59","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SR59_NEMVE"
"A7SRB7_NEMVE","A7SRB7","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SRB7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SRB7_NEMVE"
"A7SSL7_NEMVE","A7SSL7","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SSL7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SSL7_NEMVE"
"A7SSM4_NEMVE","A7SSM4","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SSM4","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SSM4_NEMVE"
"A7ST43_NEMVE","A7ST43","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7ST43","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7ST43_NEMVE"
"A7SU39_NEMVE","A7SU39","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SU39","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SU39_NEMVE"
"A7SU56_NEMVE","A7SU56","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SU56","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SU56_NEMVE"
"A7SUA7_NEMVE","A7SUA7","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SUA7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SUA7_NEMVE"
"A7SV56_NEMVE","A7SV56","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SV56","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SV56_NEMVE"
"A7SVY1_NEMVE","A7SVY1","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SVY1","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SVY1_NEMVE"
"A7SVZ8_NEMVE","A7SVZ8","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SVZ8","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SVZ8_NEMVE"
"A7SW41_NEMVE","A7SW41","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SW41","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SW41_NEMVE"
"A7SWP2_NEMVE","A7SWP2","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SWP2","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SWP2_NEMVE"
"A7SWP5_NEMVE","A7SWP5","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SWP5","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SWP5_NEMVE"
"A7SWQ1_NEMVE","A7SWQ1","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SWQ1","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SWQ1_NEMVE"
"A7SXJ8_NEMVE","A7SXJ8","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SXJ8","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SXJ8_NEMVE"
"A7SYQ2_NEMVE","A7SYQ2","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SYQ2","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SYQ2_NEMVE"
"A7SYU6_NEMVE","A7SYU6","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SYU6","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SYU6_NEMVE"
"A7SZA3_NEMVE","A7SZA3","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SZA3","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SZA3_NEMVE"
"A7SZC8_NEMVE","A7SZC8","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SZC8","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SZC8_NEMVE"
"A7SZF9_NEMVE","A7SZF9","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SZF9","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SZF9_NEMVE"
"A7SZT4_NEMVE","A7SZT4","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7SZT4","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7SZT4_NEMVE"
"A7T0K5_NEMVE","A7T0K5","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7T0K5","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7T0K5_NEMVE"
"A7T1A7_NEMVE","A7T1A7","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7T1A7","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7T1A7_NEMVE"
"A7T1S5_NEMVE","A7T1S5","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7T1S5","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7T1S5_NEMVE"
"A7T1Y3_NEMVE","A7T1Y3","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7T1Y3","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7T1Y3_NEMVE"
"A7T2K3_NEMVE","A7T2K3","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7T2K3","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7T2K3_NEMVE"
"A7T3I8_NEMVE","A7T3I8","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7T3I8","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7T3I8_NEMVE"
"A7T3N4_NEMVE","A7T3N4","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7T3N4","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7T3N4_NEMVE"
"A7T417_NEMVE","A7T417","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7T417","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7T417_NEMVE"
"A7T427_NEMVE","A7T427","Nematostella vectensis (Starlet sea anemone)","NEMVE","Nematostella vectensis","A7T427","G-protein coupled receptors family 1 profile domain-containing protein","PF00001",2759,"PF00001","Rho","NEMVE","A7T427_NEMVE"
